"","Band.Number","Band.Size","Specie.Name","Specie.Code","Date","Location","Session","date2","year","month","day","location2","Habitat","session2","Body_Size","Diet","Foraging_Strata","Primary_Habitat","Habitat_Breadth","Rarity_Range_Size","Rarity_Local_Abund","Rarity_Neotrop_Abund"
"610","1B032","1B","ZONOTRICHIA CAPENSIS","ZOCA","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",3,"G","T/U","N",7,"L","C","C"
"611","1159","1","MARGARORNIS SQUAMIGER","MASQ","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",3,"I","M","F",2,"L","F","C"
"612","1160","1","MARGARORNIS SQUAMIGER","MASQ","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",3,"I","M","F",2,"L","F","C"
"613","1161","1","MYIOBORUS MELANOCEPHALUS","MYME","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","M/C","F",2,"L","C","C"
"614","1162","1","THLYPOPSIS ORNATA","THOR","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","U/C","N",3,"L","U","F"
"615","1163","1","DIGLOSSA HUMERALIS","DIHU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"616","1164","1","SYNALLAXIS AZARAE","SYAZ","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",3,"I","U","E",2,"L","C","C"
"617","1165","1","SYNALLAXIS AZARAE","SYAZ","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",3,"I","U","E",2,"L","C","C"
"618","1166","1","DIGLOSSOPIS CYANEA","DICY","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"O","C","F",2,"L","F","C"
"619","1167","1","THLYPOPSIS ORNATA","THOR","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"I","U/C","N",3,"L","U","F"
"620","0A057","0A","MECOCERCULUS LEUCOPHRYS","MELE","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","C","D",3,"L","C","C"
"621","0A058","0A","MECOCERCULUS LEUCOPHRYS","MELE","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","C","D",3,"L","C","C"
"622","0A059","0A","MECOCERCULUS STICTOPTERUS","MEST","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","C","F",1,"L","F","C"
"623","0A060","0A","MYIOBORUS MELANOCEPHALUS","MYME","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"I","M/C","F",2,"L","C","C"
"624","A49830","RE","ERIOCNEMIS LUCIANI","ERLU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"625","1069","RE","ZONOTRICHIA CAPENSIS","ZOCA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",3,"G","T/U","N",7,"L","C","C"
"626","0A050","RE","MYIOBORUS MELANOCEPHALUS","MYME","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","M/C","F",2,"L","C","C"
"627","0A049","RE","ANAIRETES PARULUS","ANPA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"I","U/C","N",4,"L","R","C"
"628","A52279","RE","METALLURA BARONI","MEBA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"629","A50100","RE","METALLURA BARONI","MEBA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"630","A52406","RE","METALLURA BARONI","MEBA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"631","125","RE","BASILEUTERUS NIGROCRISTATUS","BANI","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","U/M","E",4,"L","F","C"
"632","166","RE","DIGLOSSA HUMERALIS","DIHU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"633","A52401","RE","METALLURA BARONI","MEBA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"634","150","RE","DIGLOSSA HUMERALIS","DIHU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"635","A49852","RE","ERIOCNEMIS LUCIANI","ERLU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"636","67","RE","DIGLOSSA HUMERALIS","DIHU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"637","A52201","RE","LAFRESNAYA LAFRESNAYI","LALA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U","F",2,"L","F","F"
"638","A52377","X","ERIOCNEMIS LUCIANI","ERLU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"639","0A049","RE","ANAIRETES PARULUS","ANPA","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"I","U/C","N",4,"L","R","C"
"640","119","RE","CATAMENIA INORNATA","CAIN","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"641","29","RE","SYNALLAXIS AZARAE","SYAZ","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",3,"I","U","E",2,"L","C","C"
"642","1084","RE","THLYPOPSIS ORNATA","THOR","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"I","U/C","N",3,"L","U","F"
"643","A49911","RE","METALLURA TYRIANTHINA","METY","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"644","0A016","RE","MYIOBORUS MELANOCEPHALUS","MYME","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"I","M/C","F",2,"L","C","C"
"645","A50096","RE","ERIOCNEMIS LUCIANI","ERLU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"646","47","RE","DIGLOSSA HUMERALIS","DIHU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"647","67","RE","DIGLOSSA HUMERALIS","DIHU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"648","A52447","X","METALLURA TYRIANTHINA","METY","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"649","A52378","X","LESBIA NUNA","LENU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","N",4,"L","R","F"
"650","A52449","X","METALLURA BARONI","MEBA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"651","A52450","X","METALLURA TYRIANTHINA","METY","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"652","A52228","X","COELIGENA IRIS","COIR","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",4,"L","F","F"
"653","A52379","X","HELIANGELUS VIOLA","HEVI","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","U","F"
"654","A52451","X","METALLURA TYRIANTHINA","METY","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"655","A52452","X","METALLURA BARONI","MEBA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"656","A52453","X","METALLURA TYRIANTHINA","METY","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"657","A52454","X","METALLURA BARONI","MEBA","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"658","A52380","X","LAFRESNAYA LAFRESNAYI","LALA","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U","F",2,"L","F","F"
"659","A52381","X","ERIOCNEMIS LUCIANI","ERLU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"660","A52382","X","LAFRESNAYA LAFRESNAYI","LALA","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U","F",2,"L","F","F"
"661","A52383","X","ERIOCNEMIS LUCIANI","ERLU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"662","A52384","X","LAFRESNAYA LAFRESNAYI","LALA","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U","F",2,"L","F","F"
"663","A52385","X","LESBIA VICTORIAE","LEVI","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","N",3,"L","U","F"
"664","A52455","X","METALLURA BARONI","MEBA","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"665","A52456","X","METALLURA TYRIANTHINA","METY","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"666","A52386","X","ERIOCNEMIS LUCIANI","ERLU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"667","A52387","X","LAFRESNAYA LAFRESNAYI","LALA","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",1,"N","U","F",2,"L","F","F"
"668","195","0","DIGLOSSA HUMERALIS","DIHU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"669","196","0","DIGLOSSA HUMERALIS","DIHU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"670","197","0","CISTOTHORUS PLATENSIS","CIPL","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","U","P",5,"L","U","F"
"671","198","0","TROGLODYTES SOLSTITIALIS","TRSO","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","M","F",2,"L","U","F"
"672","199","0","DIGLOSSA HUMERALIS","DIHU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"673","200","0","CONIROSTRUM CINEREUM","COCI","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","U/C","N",4,"L","U","C"
"674","301","0","DIGLOSSA HUMERALIS","DIHU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"675","302","0","DIGLOSSA HUMERALIS","DIHU","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"676","303","0","CISTOTHORUS PLATENSIS","CIPL","24-Nov-07","LLAV","TERCERA 07",2007-11-24,2007,11,24,"Llaviucu","forest.sec","TERCERA",2,"I","U","P",5,"L","U","F"
"677","304","0","CATAMENIA INORNATA","CAIN","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"678","305","0","CATAMENIA INORNATA","CAIN","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"679","306","0","CISTOTHORUS PLATENSIS","CIPL","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"I","U","P",5,"L","U","F"
"680","307","0","DIGLOSSA HUMERALIS","DIHU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"681","308","0","CISTOTHORUS PLATENSIS","CIPL","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"I","U","P",5,"L","U","F"
"682","309","0","THLYPOPSIS ORNATA","THOR","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"I","U/C","N",3,"L","U","F"
"684","311","0","DIGLOSSA HUMERALIS","DIHU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"685","312","0","CISTOTHORUS PLATENSIS","CIPL","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"I","U","P",5,"L","U","F"
"686","313","0","DIGLOSSA HUMERALIS","DIHU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"687","314","0","DIGLOSSA HUMERALIS","DIHU","25-Nov-07","LLAV","TERCERA 07",2007-11-25,2007,11,25,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"688","193","0","DIGLOSSA HUMERALIS","DIHU","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",2,"O","U/C","N",4,"L","F","F"
"689","194","0","DIGLOSSA HUMERALIS","DIHU","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",2,"O","U/C","N",4,"L","F","F"
"690","1149","1","SYNALLAXIS AZARAE","SYAZ","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",3,"I","U","E",2,"L","C","C"
"691","1150","1","SYNALLAXIS AZARAE","SYAZ","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",3,"I","U","E",2,"L","C","C"
"692","1151","1","CRANIOLEUCA ANTISIENSIS","CRAN","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",3,"I","M/C","F",1,"L","U","F"
"693","1152","1","BASILEUTERUS NIGROCRISTATUS","BANI","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",2,"I","U/M","E",4,"L","F","C"
"694","1153","1","DIGLOSSOPIS CYANEA","DICY","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",2,"O","C","F",2,"L","F","C"
"695","1154","1","DIGLOSSOPIS CYANEA","DICY","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",2,"O","C","F",2,"L","F","C"
"696","1155","1","BASILEUTERUS CORONATUS","BACO","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",2,"I","U","F",2,"L","C","C"
"697","1156","1","BASILEUTERUS CORONATUS","BACO","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",2,"I","U","F",2,"L","C","C"
"698","1157","1","DIGLOSSOPIS CYANEA","DICY","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",2,"O","C","F",2,"L","F","C"
"699","1158","1","BASILEUTERUS CORONATUS","BACO","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",2,"I","U","F",2,"L","C","C"
"700","A52269","RE","METALLURA TYRIANTHINA","METY","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","D",3,"L","C","C"
"701","A49841","RE","METALLURA TYRIANTHINA","METY","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","D",3,"L","C","C"
"702","1062","RE","BASILEUTERUS CORONATUS","BACO","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",2,"I","U","F",2,"L","C","C"
"703","A50089","RE","ERIOCNEMIS LUCIANI","ERLU","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",2,"L","F","F"
"704","1106","RE","SYNALLAXIS AZARAE","SYAZ","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",3,"I","U","E",2,"L","C","C"
"705","1A007","RE","ANISOGNATHUS IGNIVENTRIS","ANIG","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",4,"O","U/C","F",3,"L","F","C"
"706","A52336","RE","COELIGENA IRIS","COIR","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",4,"L","F","F"
"707","1141","RE","DIGLOSSOPIS CYANEA","DICY","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",2,"O","C","F",2,"L","F","C"
"708","1020","RE","CRANIOLEUCA ANTISIENSIS","CRAN","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",3,"I","M/C","F",1,"L","U","F"
"709","A49956","RE","ERIOCNEMIS LUCIANI","ERLU","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",2,"L","F","F"
"710","1B005","RE","ATLAPETES LATINUCHUS","ATLA","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",4,"O","U","E",3,"L","F","C"
"711","A49956","RE","ERIOCNEMIS LUCIANI","ERLU","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",2,"L","F","F"
"712","A52340","X","LAFRESNAYA LAFRESNAYI","LALA","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U","F",2,"L","F","F"
"713","A52441","X","METALLURA TYRIANTHINA","METY","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","D",3,"L","C","C"
"714","A52341","X","HELIANGELUS VIOLA","HEVI","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",2,"L","U","F"
"715","A52342","X","LAFRESNAYA LAFRESNAYI","LALA","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U","F",2,"L","F","F"
"716","A52343","X","HELIANGELUS VIOLA","HEVI","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",2,"L","U","F"
"717","A52442","X","METALLURA TYRIANTHINA","METY","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","D",3,"L","C","C"
"718","A52443","X","METALLURA TYRIANTHINA","METY","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","D",3,"L","C","C"
"719","A52226","X","COELIGENA IRIS","COIR","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",4,"L","F","F"
"720","A52344","X","HELIANGELUS VIOLA","HEVI","22-Nov-07","MAIN","TERCERA 07",2007-11-22,2007,11,22,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",2,"L","U","F"
"721","A52444","X","ERIOCNEMIS LUCIANI","ERLU","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",2,"L","F","F"
"722","A52445","X","METALLURA TYRIANTHINA","METY","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",1,"N","U/M","D",3,"L","C","C"
"723","A52227","X","COELIGENA IRIS","COIR","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",4,"L","F","F"
"724","A52446","X","HELIANGELUS VIOLA","HEVI","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",1,"N","U/M","F",2,"L","U","F"
"725","A52412","X","LAFRESNAYA LAFRESNAYI","LALA","23-Nov-07","MAIN","TERCERA 07",2007-11-23,2007,11,23,"Mazan","forest.intro","TERCERA",1,"N","U","F",2,"L","F","F"
"726","1000","1","SYNALLAXIS AZARAE","SYAZ","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",3,"I","U","E",2,"L","C","C"
"727","1001","1","BASILEUTERUS CORONATUS","BACO","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"728","1002","1","BASILEUTERUS CORONATUS","BACO","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"729","1003","1","BASILEUTERUS CORONATUS","BACO","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"730","1004","1","BASILEUTERUS CORONATUS","BACO","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"731","1005","1","BASILEUTERUS CORONATUS","BACO","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"732","1006","1","SCYTALOPUS LATRANS","SCLA","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",3,"I","U","F",1,"L","C","C"
"733","1007","1","BASILEUTERUS NIGROCRISTATUS","BANI","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",2,"I","U/M","E",4,"L","F","C"
"734","1008","1","BASILEUTERUS NIGROCRISTATUS","BANI","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",2,"I","U/M","E",4,"L","F","C"
"735","1009","1","SYNALLAXIS AZARAE","SYAZ","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",3,"I","U","E",2,"L","C","C"
"736","1010","1","DIGLOSSA HUMERALIS","DIHU","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",2,"O","U/C","N",4,"L","F","F"
"737","2002","2","GRALLARIA RUFULA","GRRU","28-Mar-06","MASE","PRIMERA 06",2006-03-28,2006,3,28,"Mazan","forest.prim","PRIMERA",4,"I","T","F",2,"L","F","C"
"738","1011","1","BASILEUTERUS CORONATUS","BACO","29-Mar-06","MASE","PRIMERA 06",2006-03-29,2006,3,29,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"739","1012","1","BASILEUTERUS CORONATUS","BACO","29-Mar-06","MASE","PRIMERA 06",2006-03-29,2006,3,29,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
"740","1013","1","BASILEUTERUS NIGROCRISTATUS","BANI","29-Mar-06","MASE","PRIMERA 06",2006-03-29,2006,3,29,"Mazan","forest.prim","PRIMERA",2,"I","U/M","E",4,"L","F","C"
"741","1014","1","BASILEUTERUS NIGROCRISTATUS","BANI","29-Mar-06","MASE","PRIMERA 06",2006-03-29,2006,3,29,"Mazan","forest.prim","PRIMERA",2,"I","U/M","E",4,"L","F","C"
"742","1015","1","SYNALLAXIS AZARAE","SYAZ","29-Mar-06","MASE","PRIMERA 06",2006-03-29,2006,3,29,"Mazan","forest.prim","PRIMERA",3,"I","U","E",2,"L","C","C"
"743","1016","1","BASILEUTERUS CORONATUS","BACO","29-Mar-06","MASE","PRIMERA 06",2006-03-29,2006,3,29,"Mazan","forest.prim","PRIMERA",2,"I","U","F",2,"L","C","C"
